1#1 $$1=1$$
1526#8 $$1526=8+\frac{\textstyle8!}{\textstyle8\times8}+888$$
1527#8 $$1527=8\times8\times\left(\sqrt{8+8}\right)!-\frac{\textstyle8}{\textstyle8}-8$$
1528#8 $$1528=8\times8\times\left(\sqrt{8+8}\right)!-8$$
1529#8 $$1529=8+{\sqrt{8+\frac{\textstyle8}{\textstyle8}}}^{8}-\frac{\textstyle8!}{\textstyle8}$$
1530#8 $$1530=\frac{\textstyle8!}{\textstyle8+8}-\frac{\textstyle\left(\frac{\textstyle88}{\textstyle8}\right)!}{\textstyle8!}$$
1531#8 $$1531=8\times\left(\sqrt{8+8}\right)!\times\left(8+\sqrt{{\sqrt{8}}^{-8}}\right)-8$$
1532#8 $$1532=8\times8\times\left(\sqrt{8+8}\right)!-\sqrt{8+8}$$
1533#8 $$1533=8\times\left(\sqrt{8+8}\right)!\times\left(8-\sqrt{{\sqrt{8}}^{-8}}\right)$$
1534#8 $$1534=8\times8\times\left(\sqrt{8+8}\right)!-\sqrt{\!\!\sqrt{8+8}}$$
1535#8 $$1535=8\times8\times\left(\sqrt{8+8}\right)!-\frac{\textstyle8}{\textstyle8}$$
1536#8 $$1536=8\times8\times\left(\sqrt{8+8}\right)!$$
1537#8 $$1537=\frac{\textstyle8}{\textstyle8}+8\times8\times\left(\sqrt{8+8}\right)!$$
1538#8 $$1538=\sqrt{\!\!\sqrt{8+8}}+8\times8\times\left(\sqrt{8+8}\right)!$$
1539#8 $$1539=8\times\left(\sqrt{8+8}\right)!\times\left(8+\sqrt{{\sqrt{8}}^{-8}}\right)$$
1540#8 $$1540=\sqrt{8+8}+8\times8\times\left(\sqrt{8+8}\right)!$$
1541#8 $$1541=8+8\times\left(\sqrt{8+8}\right)!\times\left(8-\sqrt{{\sqrt{8}}^{-8}}\right)$$
1542#8 $$1542=8+8\times8\times\left(\sqrt{8+8}\right)!-\sqrt{\!\!\sqrt{8+8}}$$
1543#8 $$1543=8+8\times8\times\left(\sqrt{8+8}\right)!-\frac{\textstyle8}{\textstyle8}$$
1544#8 $$1544=8+8\times8\times\left(\sqrt{8+8}\right)!$$
1545#8 $$1545=8+\frac{\textstyle8}{\textstyle8}+8\times8\times\left(\sqrt{8+8}\right)!$$
1546#8 $$1546=8+\sqrt{\!\!\sqrt{8+8}}+8\times8\times\left(\sqrt{8+8}\right)!$$
1547#8 $$1547=8\times8\times\left(\sqrt{8+8}\right)!+\frac{\textstyle88}{\textstyle8}$$
1548#8 $$1548=\left(\sqrt{8+8}\right)!\times\left(8\times8+\frac{\textstyle8}{\textstyle8+8}\right)$$
1549#8 $$1549=8\times8+\frac{\textstyle\left(8+\sqrt{8+8}\right)!}{\textstyle8!\times8}$$
1550#8 $$1550=\left(8+8\right)\times\left(\frac{\textstyle\sqrt{\frac{\textstyle8!+8}{\textstyle8}}}{\textstyle8}+88\right)$$
1551#8 $$1551=\frac{\textstyle8!}{\textstyle8+8}-\frac{\textstyle8+\sqrt{{\sqrt{88}}^{8}}}{\textstyle8}$$
1552#8 $$1552=8+8+8\times8\times\left(\sqrt{8+8}\right)!$$
1553#8 $$1553=\frac{\textstyle8!}{\textstyle8+8}-\frac{\textstyle\sqrt{{\sqrt{88}}^{8}}-8}{\textstyle8}$$
1554#8 $$1554=\frac{\textstyle\left(8-\frac{\textstyle8}{\textstyle8}\right)\times888}{\textstyle\sqrt{8+8}}$$
1555#8 $$1555=\frac{\textstyle8!-888}{\textstyle\left(\sqrt{8+8}\right)!}-88$$
1556#8 $$1556=8+\left(\sqrt{8+8}\right)!\times\left(8\times8+\frac{\textstyle8}{\textstyle8+8}\right)$$
1557#8 $$1557=\sqrt{8+\frac{\textstyle8}{\textstyle8}}\times\left(8+\frac{\textstyle{\sqrt{8}}^{8}-8}{\textstyle8}\right)$$
1558#8 $$1558=\sqrt{8\times\left(8!+8\right)}+\frac{\textstyle\left(\frac{\textstyle88}{\textstyle8}\right)!}{\textstyle8!}$$
1559#8 $$1559=\frac{\textstyle8!}{\textstyle\left(\sqrt{8+8}\right)!}-\sqrt{{\sqrt{\frac{\textstyle88}{\textstyle8}}}^{8}}$$
1560#8 $$1560=\left(\sqrt{8+8}\right)!\times\left(\frac{\textstyle8}{\textstyle8}+8\times8\right)$$
1561#8 $$1561=\frac{\textstyle8!}{\textstyle\left(\sqrt{8+8}\right)!}-\frac{\textstyle888}{\textstyle8}-8$$
1562#8 $$1562=\frac{\textstyle88}{\textstyle\sqrt{8\times\frac{\textstyle8+8}{\textstyle8!+8}}}$$
1563#8 $$1563=\sqrt{8+\frac{\textstyle8}{\textstyle8}}\times\left(8+\frac{\textstyle8+{\sqrt{8}}^{8}}{\textstyle8}\right)$$
1564#8 $$1564=\frac{\textstyle\sqrt{{\sqrt{8\times8-8}}^{8}}-8}{\textstyle\sqrt{\!\!\sqrt{8+8}}}$$
1565#8 $$1565={\sqrt{8}}^{8}-\left(\frac{\textstyle8!}{\textstyle8+8}+\frac{\textstyle88}{\textstyle8}\right)$$
1566#8 $$1566=\frac{\textstyle8!+\frac{\textstyle8!}{\textstyle8}}{\textstyle8}-{\sqrt{8}}^{8}-8$$
1567#8 $$1567=\frac{\textstyle\sqrt{{\sqrt{\left(\sqrt{8+8}\right)!+88}}^{8}}-8}{\textstyle8}$$
1568#8 $$1568={\sqrt{8}}^{8}-\frac{\textstyle8!}{\textstyle8+8}-8$$
1569#8 $$1569=\frac{\textstyle8!}{\textstyle\left(\sqrt{8+8}\right)!}-\frac{\textstyle888}{\textstyle8}$$
1570#8 $$1570={\sqrt{8}}^{8}-\frac{\textstyle8+8!+88}{\textstyle8+8}$$
1571#8 $$1571={\sqrt{8}}^{8}-\frac{\textstyle8!+88-8}{\textstyle8+8}$$
1572#8 $$1572={\sqrt{8}}^{8}-\frac{\textstyle8!+8\times8}{\textstyle8+8}$$
1573#8 $$1573=\frac{\textstyle8!+\frac{\textstyle8!}{\textstyle8}-8}{\textstyle8}-{\sqrt{8}}^{8}$$
1574#8 $$1574=\frac{\textstyle8!+\frac{\textstyle8!}{\textstyle8}}{\textstyle8}-{\sqrt{8}}^{8}$$
1575#8 $$1575=\frac{\textstyle8!-\frac{\textstyle8!}{\textstyle8+8}}{\textstyle\left(\sqrt{8+8}\right)!}$$
1576#8 $$1576={\sqrt{8}}^{8}-\frac{\textstyle8!}{\textstyle8+8}$$
1577#8 $$1577=\frac{\textstyle8}{\textstyle8}+{\sqrt{8}}^{8}-\frac{\textstyle8!}{\textstyle8+8}$$
1578#8 $$1578=\sqrt{\!\!\sqrt{8+8}}+{\sqrt{8}}^{8}-\frac{\textstyle8!}{\textstyle8+8}$$
1579#8 $$1579=\frac{\textstyle8!-888}{\textstyle\left(\sqrt{8+8}\right)!}-8\times8$$
1580#8 $$1580={\sqrt{8}}^{8}-\frac{\textstyle8!-8\times8}{\textstyle8+8}$$
1581#8 $$1581={\sqrt{8}}^{8}-\frac{\textstyle8+8!-88}{\textstyle8+8}$$
1582#8 $$1582=8+\frac{\textstyle8!+\frac{\textstyle8!}{\textstyle8}}{\textstyle8}-{\sqrt{8}}^{8}$$
1583#8 $$1583=8+\frac{\textstyle8!-\frac{\textstyle8!}{\textstyle8+8}}{\textstyle\left(\sqrt{8+8}\right)!}$$
1584#8 $$1584=8+{\sqrt{8}}^{8}-\frac{\textstyle8!}{\textstyle8+8}$$
1585#8 $$1585=8+\frac{\textstyle8}{\textstyle8}+{\sqrt{8}}^{8}-\frac{\textstyle8!}{\textstyle8+8}$$
1586#8 $$1586=\frac{\textstyle8+\left(8+8\times8\right)\times88}{\textstyle\sqrt{8+8}}$$
1587#8 $$1587=\frac{\textstyle\sqrt{{\sqrt{\sqrt{8!+8}-\sqrt{8}-\sqrt{8}}}^{8}}}{\textstyle\left(\sqrt{8+8}\right)!}$$
1588#8 $$1588=\frac{\textstyle8!}{\textstyle\left(\sqrt{8+8}\right)!}-88-\sqrt{8+8}$$
1589#8 $$1589=\frac{\textstyle\frac{\textstyle8!}{\textstyle8}+\sqrt{{\sqrt{88}}^{8}}-8}{\textstyle8}-8$$
1590#8 $$1590=\frac{\textstyle\frac{\textstyle8!}{\textstyle8}+\sqrt{{\sqrt{88}}^{8}}}{\textstyle8}-8$$
1591#8 $$1591=\frac{\textstyle8!}{\textstyle\left(\sqrt{8+8}\right)!}-88-\frac{\textstyle8}{\textstyle8}$$
1592#8 $$1592=\frac{\textstyle8!}{\textstyle\left(\sqrt{8+8}\right)!}-88$$
1593#8 $$1593=\frac{\textstyle8}{\textstyle8}+\frac{\textstyle8!}{\textstyle\left(\sqrt{8+8}\right)!}-88$$
1594#8 $$1594=\sqrt{\!\!\sqrt{8+8}}+\frac{\textstyle8!}{\textstyle\left(\sqrt{8+8}\right)!}-88$$
1595#8 $$1595=\left(8+{\sqrt{\!\!\sqrt{\sqrt{8}+\frac{\textstyle\sqrt{8}}{\textstyle8}}}}^{8}\right)\times88$$
1596#8 $$1596=\sqrt{{\sqrt{8+8\times\sqrt{8+8}}}^{8}}-\sqrt{8+8}$$
1597#8 $$1597=\frac{\textstyle\frac{\textstyle8!}{\textstyle8}+\sqrt{{\sqrt{88}}^{8}}-8}{\textstyle8}$$
1598#8 $$1598=\frac{\textstyle\frac{\textstyle8!}{\textstyle8}+\sqrt{{\sqrt{88}}^{8}}}{\textstyle8}$$
1599#8 $$1599=\frac{\textstyle8+\frac{\textstyle8!}{\textstyle8}+\sqrt{{\sqrt{88}}^{8}}}{\textstyle8}$$
1600#8 $$1600=\sqrt{{\sqrt{8+8\times\sqrt{8+8}}}^{8}}$$
1601#8 $$1601=\frac{\textstyle8}{\textstyle8}+\sqrt{{\sqrt{8+8\times\sqrt{8+8}}}^{8}}$$
1602#8 $$1602=\frac{\textstyle8+\sqrt{{\sqrt{88-8}}^{8}}}{\textstyle\sqrt{8+8}}$$
1603#8 $$1603=8\times\left(8+\left(\sqrt{8+8}\right)!\times\left(8+\sqrt{{\sqrt{8}}^{-8}}\right)\right)$$
1604#8 $$1604=\frac{\textstyle{\sqrt{8}}^{8}-888}{\textstyle\sqrt{\!\!\sqrt{8+8}}}$$
1605#8 $$1605=8+\frac{\textstyle\frac{\textstyle8!}{\textstyle8}+\sqrt{{\sqrt{88}}^{8}}-8}{\textstyle8}$$
1606#8 $$1606=8+\frac{\textstyle\frac{\textstyle8!}{\textstyle8}+\sqrt{{\sqrt{88}}^{8}}}{\textstyle8}$$
1607#8 $$1607=\sqrt{\frac{\textstyle8!+8}{\textstyle8}}+8\times8\times\left(\sqrt{8+8}\right)!$$
1608#8 $$1608=\left(8-\sqrt{\!\!\sqrt{8+8}}\right)!+888$$
1609#8 $$1609=\frac{\textstyle8!}{\textstyle\left(\sqrt{8+8}\right)!}-\sqrt{\frac{\textstyle8!+8}{\textstyle8}}$$
1610#8 $$1610=\frac{\textstyle8!-\frac{\textstyle8!}{\textstyle\left(\sqrt{8+8}\right)!}}{\textstyle\left(\sqrt{8+8}\right)!}$$
1611#8 $$1611=\sqrt{{\sqrt{8+8\times\sqrt{8+8}}}^{8}}+\frac{\textstyle88}{\textstyle8}$$
1612#8 $$1612=\frac{\textstyle8!}{\textstyle\left(\sqrt{8+8}\right)!}-8\times8-\sqrt{8+8}$$
1613#8 $$1613=8\times\left(\frac{\textstyle\frac{\textstyle8!-8}{\textstyle8}-8}{\textstyle\left(\sqrt{8+8}\right)!}-8\right)$$
1614#8 $$1614=\frac{\textstyle8!}{\textstyle\left(\sqrt{8+8}\right)!}-8\times8-\sqrt{\!\!\sqrt{8+8}}$$
1615#8 $$1615=\frac{\textstyle8!}{\textstyle\left(\sqrt{8+8}\right)!}-\frac{\textstyle8}{\textstyle8}-8\times8$$
1616#8 $$1616=\frac{\textstyle8!}{\textstyle\left(\sqrt{8+8}\right)!}-8\times8$$
1617#8 $$1617=\frac{\textstyle8}{\textstyle8}+\frac{\textstyle8!}{\textstyle\left(\sqrt{8+8}\right)!}-8\times8$$
1618#8 $$1618=\sqrt{\!\!\sqrt{8+8}}+\frac{\textstyle8!}{\textstyle\left(\sqrt{8+8}\right)!}-8\times8$$
1619#8 $$1619=\frac{\textstyle\frac{\textstyle8!}{\textstyle8}-8}{\textstyle8}+\frac{\textstyle\left(\frac{\textstyle88}{\textstyle8}\right)!}{\textstyle8!}$$
1620#8 $$1620=\frac{\textstyle8!}{\textstyle8\times8}+\frac{\textstyle\left(\frac{\textstyle88}{\textstyle8}\right)!}{\textstyle8!}$$
1621#8 $$1621=\frac{\textstyle8!-\left(8+8\right)\times88-8}{\textstyle\left(\sqrt{8+8}\right)!}$$
1622#8 $$1622=\frac{\textstyle{\sqrt{8}}^{8}+8888-8}{\textstyle8}$$
1623#8 $$1623=\frac{\textstyle{\sqrt{8}}^{8}+8888}{\textstyle8}$$
1624#8 $$1624=8\times8\times\left(\sqrt{8+8}\right)!+88$$
1625#8 $$1625=\left(8+\sqrt{\!\!\sqrt{{\sqrt{8}}^{-8}}}\right)\times\left(8+8\times\left(\sqrt{8+8}\right)!\right)$$
1626#8 $$1626=\frac{\textstyle8!-{\sqrt{8-\sqrt{\!\!\sqrt{8+8}}}}^{8}}{\textstyle\left(\sqrt{8+8}\right)!}$$
1627#8 $$1627=\frac{\textstyle8!-888}{\textstyle\left(\sqrt{8+8}\right)!}-8-8$$
1628#8 $$1628={\left(\sqrt{\!\!\sqrt{\!\!\sqrt{8}}}+\sqrt{\!\!\sqrt{\!\!\sqrt{8}}}\right)}^{8}-\frac{\textstyle8!}{\textstyle8+88}$$
1629#8 $$1629=\frac{\textstyle8!+888}{\textstyle\left(\sqrt{8+8}\right)!}-88$$
1630#8 $$1630=\frac{\textstyle\left(\frac{\textstyle88}{\textstyle8}\right)!}{\textstyle8!}+8\times\left(88-8\right)$$
1631#8 $$1631=\frac{\textstyle8!}{\textstyle\left(\sqrt{8+8}\right)!}-\sqrt{{\sqrt{8-\frac{\textstyle8}{\textstyle8}}}^{8}}$$
1632#8 $$1632=\frac{\textstyle8!}{\textstyle8+8}-888$$
1633#8 $$1633=\sqrt{8!+8}\times\left(\sqrt{8+8\times8}-\frac{\textstyle\sqrt{8}}{\textstyle8}\right)$$
1634#8 $$1634=\left(88-\sqrt{\!\!\sqrt{8+8}}\right)\times\left(8+\frac{\textstyle88}{\textstyle8}\right)$$
1635#8 $$1635=\frac{\textstyle8!-888}{\textstyle\left(\sqrt{8+8}\right)!}-8$$
1636#8 $$1636=\frac{\textstyle8!}{\textstyle\left(\sqrt{8+8}\right)!}-\frac{\textstyle88}{\textstyle\sqrt{\!\!\sqrt{8+8}}}$$
1637#8 $$1637=\frac{\textstyle8!-{\sqrt{\sqrt{8}+\sqrt{8}}}^{8}-8}{\textstyle\left(\sqrt{8+8}\right)!}$$
1638#8 $$1638=\frac{\textstyle8!+{\sqrt{8+8}}^{8}}{\textstyle8\times8}-8-8$$
1639#8 $$1639=\frac{\textstyle8!-888}{\textstyle\left(\sqrt{8+8}\right)!}-\sqrt{8+8}$$
1640#8 $$1640=8+\frac{\textstyle8!}{\textstyle8+8}-888$$
1641#8 $$1641=\frac{\textstyle8!-888}{\textstyle\left(\sqrt{8+8}\right)!}-\sqrt{\!\!\sqrt{8+8}}$$
1642#8 $$1642=\frac{\textstyle8!-\left(8-\sqrt{\!\!\sqrt{8+8}}\right)!}{\textstyle\left(\sqrt{8+8}\right)!}-8$$
1643#8 $$1643=\frac{\textstyle8!-888}{\textstyle\left(\sqrt{8+8}\right)!}$$
1644#8 $$1644=\frac{\textstyle8!}{\textstyle\left(\sqrt{8+8}\right)!}-\sqrt{{\sqrt{8-\sqrt{\!\!\sqrt{8+8}}}}^{8}}$$
1645#8 $$1645=\frac{\textstyle\frac{\textstyle8!+{\sqrt{8+8}}^{8}}{\textstyle8}-8}{\textstyle8}-8$$
1646#8 $$1646=\frac{\textstyle8!+{\sqrt{8+8}}^{8}}{\textstyle8\times8}-8$$
1647#8 $$1647=\frac{\textstyle8!-8}{\textstyle8}+8\times88-{\sqrt{8}}^{8}$$
1648#8 $$1648=\frac{\textstyle8!}{\textstyle\left(\sqrt{8+8}\right)!}-8\times\sqrt{8+8}$$
1649#8 $$1649=\frac{\textstyle8!+8}{\textstyle8}+8\times88-{\sqrt{8}}^{8}$$
1650#8 $$1650=\frac{\textstyle8!-\left(8-\sqrt{\!\!\sqrt{8+8}}\right)!}{\textstyle\left(\sqrt{8+8}\right)!}$$
1651#8 $$1651=8+\frac{\textstyle8!-888}{\textstyle\left(\sqrt{8+8}\right)!}$$
1652#8 $$1652=\frac{\textstyle8!}{\textstyle\left(\sqrt{8+8}\right)!}-\left(\sqrt{8+8}\right)!-\sqrt{8+8}$$
1653#8 $$1653=\frac{\textstyle\frac{\textstyle8!+{\sqrt{8+8}}^{8}}{\textstyle8}-8}{\textstyle8}$$
1654#8 $$1654=\frac{\textstyle8!+{\sqrt{8+8}}^{8}}{\textstyle8\times8}$$
1655#8 $$1655=\frac{\textstyle8+\frac{\textstyle8!+{\sqrt{8+8}}^{8}}{\textstyle8}}{\textstyle8}$$
1656#8 $$1656=\frac{\textstyle8!}{\textstyle\left(\sqrt{8+8}\right)!}-\left(\sqrt{8+8}\right)!$$
1657#8 $$1657=\frac{\textstyle8}{\textstyle8}+\frac{\textstyle8!}{\textstyle\left(\sqrt{8+8}\right)!}-\left(\sqrt{8+8}\right)!$$
1658#8 $$1658=\frac{\textstyle8!}{\textstyle\left(\sqrt{8+8}\right)!}-\frac{\textstyle88}{\textstyle\sqrt{8+8}}$$
1659#8 $$1659=\frac{\textstyle8+8!-8\times8\times8}{\textstyle\left(\sqrt{8+8}\right)!}$$
1660#8 $$1660=\frac{\textstyle8!}{\textstyle\left(\sqrt{8+8}\right)!}-\sqrt{8+8}-8-8$$
1661#8 $$1661=\frac{\textstyle8!}{\textstyle\left(\sqrt{8+8}\right)!}-\frac{\textstyle88}{\textstyle8}-8$$
1662#8 $$1662=8+\frac{\textstyle8!+{\sqrt{8+8}}^{8}}{\textstyle8\times8}$$
1663#8 $$1663=\frac{\textstyle8!}{\textstyle\left(\sqrt{8+8}\right)!}-\frac{\textstyle8}{\textstyle8}-8-8$$
1664#8 $$1664=\frac{\textstyle8!}{\textstyle\left(\sqrt{8+8}\right)!}-8-8$$
1665#8 $$1665=\frac{\textstyle8}{\textstyle8}+\frac{\textstyle8!}{\textstyle\left(\sqrt{8+8}\right)!}-8-8$$
1666#8 $$1666=\sqrt{\!\!\sqrt{8+8}}+\frac{\textstyle8!}{\textstyle\left(\sqrt{8+8}\right)!}-8-8$$
1667#8 $$1667=\frac{\textstyle8!}{\textstyle\left(\sqrt{8+8}\right)!}-\frac{\textstyle8+8+88}{\textstyle8}$$
1668#8 $$1668=\frac{\textstyle8!}{\textstyle\left(\sqrt{8+8}\right)!}-\sqrt{8+8}-8$$
1669#8 $$1669=\frac{\textstyle8!}{\textstyle\left(\sqrt{8+8}\right)!}-\frac{\textstyle88}{\textstyle8}$$
1670#8 $$1670=\frac{\textstyle8!}{\textstyle\left(\sqrt{8+8}\right)!}-\sqrt{\!\!\sqrt{8+8}}-8$$
1671#8 $$1671=\frac{\textstyle8!}{\textstyle\left(\sqrt{8+8}\right)!}-\frac{\textstyle8}{\textstyle8}-8$$
1672#8 $$1672=\frac{\textstyle8!}{\textstyle\left(\sqrt{8+8}\right)!}-8$$
1673#8 $$1673=\frac{\textstyle8}{\textstyle8}+\frac{\textstyle8!}{\textstyle\left(\sqrt{8+8}\right)!}-8$$
1674#8 $$1674=\sqrt{\!\!\sqrt{8+8}}+\frac{\textstyle8!}{\textstyle\left(\sqrt{8+8}\right)!}-8$$
1675#8 $$1675=\frac{\textstyle8+8!+8\times8}{\textstyle\left(\sqrt{8+8}\right)!}-8$$
1676#8 $$1676=\frac{\textstyle8!}{\textstyle\left(\sqrt{8+8}\right)!}-\sqrt{8+8}$$
1677#8 $$1677=\frac{\textstyle8!-8\times8-8}{\textstyle\left(\sqrt{8+8}\right)!}$$
1678#8 $$1678=\frac{\textstyle8!}{\textstyle\left(\sqrt{8+8}\right)!}-\sqrt{\!\!\sqrt{8+8}}$$
1679#8 $$1679=\frac{\textstyle8!}{\textstyle\left(\sqrt{8+8}\right)!}-\frac{\textstyle8}{\textstyle8}$$
1680#8 $$1680=\frac{\textstyle8!}{\textstyle\left(\sqrt{8+8}\right)!}$$
1681#8 $$1681=\frac{\textstyle8}{\textstyle8}+\frac{\textstyle8!}{\textstyle\left(\sqrt{8+8}\right)!}$$
1682#8 $$1682=\sqrt{\!\!\sqrt{8+8}}+\frac{\textstyle8!}{\textstyle\left(\sqrt{8+8}\right)!}$$
1683#8 $$1683=\frac{\textstyle8+8!+8\times8}{\textstyle\left(\sqrt{8+8}\right)!}$$
1684#8 $$1684=\sqrt{8+8}+\frac{\textstyle8!}{\textstyle\left(\sqrt{8+8}\right)!}$$
1685#8 $$1685=8+\frac{\textstyle8!-8\times8-8}{\textstyle\left(\sqrt{8+8}\right)!}$$
1686#8 $$1686=8+\frac{\textstyle8!}{\textstyle\left(\sqrt{8+8}\right)!}-\sqrt{\!\!\sqrt{8+8}}$$
1687#8 $$1687=8+\frac{\textstyle8!}{\textstyle\left(\sqrt{8+8}\right)!}-\frac{\textstyle8}{\textstyle8}$$
1688#8 $$1688=8+\frac{\textstyle8!}{\textstyle\left(\sqrt{8+8}\right)!}$$
1689#8 $$1689=8+\frac{\textstyle8}{\textstyle8}+\frac{\textstyle8!}{\textstyle\left(\sqrt{8+8}\right)!}$$
1690#8 $$1690=8+\sqrt{\!\!\sqrt{8+8}}+\frac{\textstyle8!}{\textstyle\left(\sqrt{8+8}\right)!}$$
1691#8 $$1691=\frac{\textstyle8!}{\textstyle\left(\sqrt{8+8}\right)!}+\frac{\textstyle88}{\textstyle8}$$
1692#8 $$1692=8+\sqrt{8+8}+\frac{\textstyle8!}{\textstyle\left(\sqrt{8+8}\right)!}$$
1693#8 $$1693=\sqrt{\left(8!+8\right)\times\left(8+8\times8\right)}-\frac{\textstyle88}{\textstyle8}$$
1694#8 $$1694=8\times88+\frac{\textstyle\left(\frac{\textstyle88}{\textstyle8}\right)!}{\textstyle8!}$$
1695#8 $$1695={\sqrt{8}}^{8}-{\sqrt{8-\frac{\textstyle8}{\textstyle8}}}^{8}$$
1696#8 $$1696=8+8+\frac{\textstyle8!}{\textstyle\left(\sqrt{8+8}\right)!}$$
1697#8 $$1697={\sqrt{8-\frac{\textstyle8}{\textstyle8}}}^{8}-8\times88$$
1698#8 $$1698=\left(\sqrt{8+8}\right)!\times\left(\frac{\textstyle8!}{\textstyle8\times8\times8}-8\right)$$
1699#8 $$1699=8+\frac{\textstyle8!}{\textstyle\left(\sqrt{8+8}\right)!}+\frac{\textstyle88}{\textstyle8}$$
1700#8 $$1700=\sqrt{\left(8!+8\right)\times\left(8+8\times8\right)}-\sqrt{8+8}$$
1701#8 $$1701=\frac{\textstyle8!+8\times8\times8-8}{\textstyle\left(\sqrt{8+8}\right)!}$$
1702#8 $$1702=\frac{\textstyle8!}{\textstyle\left(\sqrt{8+8}\right)!}+\frac{\textstyle88}{\textstyle\sqrt{8+8}}$$
1703#8 $$1703=\frac{\textstyle\sqrt{8!+8}\times\left(\sqrt{8+8}\right)!-\sqrt{8}}{\textstyle\sqrt{8}}$$
1704#8 $$1704=\sqrt{\left(8!+8\right)\times\left(8+8\times8\right)}$$
1705#8 $$1705=\frac{\textstyle\sqrt{8}+\sqrt{8!+8}\times\left(\sqrt{8+8}\right)!}{\textstyle\sqrt{8}}$$
1706#8 $$1706=\sqrt{\!\!\sqrt{8+8}}+\sqrt{\left(8!+8\right)\times\left(8+8\times8\right)}$$
1707#8 $$1707=\sqrt{8+8\times8}\times\left(\sqrt{8!+8}+\frac{\textstyle\sqrt{8}}{\textstyle8}\right)$$
1708#8 $$1708=\sqrt{8+8}+\sqrt{\left(8!+8\right)\times\left(8+8\times8\right)}$$
1709#8 $$1709=\frac{\textstyle8!+888}{\textstyle\left(\sqrt{8+8}\right)!}-8$$
1710#8 $$1710=\frac{\textstyle8!+\left(8-\sqrt{\!\!\sqrt{8+8}}\right)!}{\textstyle\left(\sqrt{8+8}\right)!}$$
1711#8 $$1711=8+\frac{\textstyle\sqrt{8!+8}\times\left(\sqrt{8+8}\right)!-\sqrt{8}}{\textstyle\sqrt{8}}$$
1712#8 $$1712=8+\sqrt{\left(8!+8\right)\times\left(8+8\times8\right)}$$
1713#8 $$1713=\left(8+\frac{\textstyle8!}{\textstyle{\sqrt{8}}^{8}}\right)\times\left(8+88\right)$$
1714#8 $$1714=\frac{\textstyle\sqrt{{\sqrt{88}}^{8}}-888}{\textstyle\sqrt{8+8}}$$
1715#8 $$1715=\sqrt{\left(8!+8\right)\times\left(8+8\times8\right)}+\frac{\textstyle88}{\textstyle8}$$
1716#8 $$1716=\sqrt{8+8\times8}\times\left(\sqrt{8!+8}+\sqrt{\!\!\sqrt{\!\!\sqrt{8+8}}}\right)$$
1717#8 $$1717=\frac{\textstyle8!+888}{\textstyle\left(\sqrt{8+8}\right)!}$$
1718#8 $$1718=8+\frac{\textstyle8!+\left(8-\sqrt{\!\!\sqrt{8+8}}\right)!}{\textstyle\left(\sqrt{8+8}\right)!}$$
1719#8 $$1719=\left(8+8\times8\right)\times\left(\left(\sqrt{8+8}\right)!-\sqrt{\!\!\sqrt{{\sqrt{8}}^{-8}}}\right)$$
1720#8 $$1720=\left(\sqrt{8+8}\right)!\times\left(8+8\times8\right)-8$$
1721#8 $$1721=\frac{\textstyle8+\sqrt{{\sqrt{\!\!\sqrt{\left(\sqrt{8+8}\right)!}}}^{\left(\sqrt{8+8}\right)!}}}{\textstyle8}-8$$
1722#8 $$1722=\left(\sqrt{8+8}\right)!\times\left(\frac{\textstyle8+\frac{\textstyle8!}{\textstyle8\times8}}{\textstyle8}-8\right)$$
1723#8 $$1723=\frac{\textstyle8+8!+{\sqrt{\sqrt{8}+\sqrt{8}}}^{8}}{\textstyle\left(\sqrt{8+8}\right)!}$$
1724#8 $$1724=\left(\sqrt{8+8}\right)!\times\left(8+8\times8\right)-\sqrt{8+8}$$
1725#8 $$1725=8+\frac{\textstyle8!+888}{\textstyle\left(\sqrt{8+8}\right)!}$$
1726#8 $$1726=\left(\sqrt{8+8}\right)!\times\left(8+8\times8\right)-\sqrt{\!\!\sqrt{8+8}}$$
1727#8 $$1727=\frac{\textstyle\sqrt{{\sqrt{\!\!\sqrt{\left(\sqrt{8+8}\right)!}}}^{\left(\sqrt{8+8}\right)!}}-8}{\textstyle8}$$
1728#8 $$1728=\left(\sqrt{8+8}\right)!\times\left(8+8\times8\right)$$
1729#8 $$1729=\frac{\textstyle8+\sqrt{{\sqrt{\!\!\sqrt{\left(\sqrt{8+8}\right)!}}}^{\left(\sqrt{8+8}\right)!}}}{\textstyle8}$$
1730#8 $$1730=\sqrt{\!\!\sqrt{8+8}}+\left(\sqrt{8+8}\right)!\times\left(8+8\times8\right)$$
1731#8 $$1731=\left(\sqrt{8+8}\right)!\times\left(8+8\times\left(8+\sqrt{{\sqrt{8}}^{-8}}\right)\right)$$
1732#8 $$1732=\sqrt{8+8}+\left(\sqrt{8+8}\right)!\times\left(8+8\times8\right)$$
1733#8 $$1733=\frac{\textstyle8\times{\sqrt{8}}^{8}-\frac{\textstyle8!}{\textstyle8}}{\textstyle8+8}$$
1734#8 $$1734=\left(\sqrt{8+8}\right)!\times\sqrt{{\sqrt{8+\frac{\textstyle8}{\textstyle8+8}}}^{8}}$$
1735#8 $$1735=8+\frac{\textstyle\sqrt{{\sqrt{\!\!\sqrt{\left(\sqrt{8+8}\right)!}}}^{\left(\sqrt{8+8}\right)!}}-8}{\textstyle8}$$
