1#1 1 $$1$$
1601#9 ((√9)!*((√9)!!+9*9)-√9)/√9 $$\frac{\textstyle\left(\sqrt{9}\right)!\times\left(\left(\sqrt{9}\right)!!+9\times9\right)-\sqrt{9}}{\textstyle\sqrt{9}}$$
1602#9 (√9)!!+9*99-9 $$\left(\sqrt{9}\right)!!+9\times99-9$$
1603#9 √9+((√9)!!/(9+9))^((√9)!/√9) $$\sqrt{9}+{\left(\frac{\textstyle\left(\sqrt{9}\right)!!}{\textstyle9+9}\right)}^{\frac{\left(\sqrt{9}\right)!}{\sqrt{9}}}$$
1604#9 ((√9)!+(√9)!*((√9)!!+9*9))/√9 $$\frac{\textstyle\left(\sqrt{9}\right)!+\left(\sqrt{9}\right)!\times\left(\left(\sqrt{9}\right)!!+9\times9\right)}{\textstyle\sqrt{9}}$$
1605#9 (√9)!!+9*99-(√9)! $$\left(\sqrt{9}\right)!!+9\times99-\left(\sqrt{9}\right)!$$
1606#9 (√9)!+((√9)!!/(9+9))^((√9)!/√9) $$\left(\sqrt{9}\right)!+{\left(\frac{\textstyle\left(\sqrt{9}\right)!!}{\textstyle9+9}\right)}^{\frac{\left(\sqrt{9}\right)!}{\sqrt{9}}}$$
1607#9 ((√9)!!+9!)/(9+((√9)!)^√9)-9 $$\frac{\textstyle\left(\sqrt{9}\right)!!+9!}{\textstyle9+{\left(\sqrt{9}\right)!}^{\sqrt{9}}}-9$$
1608#9 (√9)!!+9*99-√9 $$\left(\sqrt{9}\right)!!+9\times99-\sqrt{9}$$
1609#9 (√9)!!+9*99-(√9)!/√9 $$\left(\sqrt{9}\right)!!+9\times99-\frac{\textstyle\left(\sqrt{9}\right)!}{\textstyle\sqrt{9}}$$
1610#9 (√9)!!+9*99-9/9 $$\left(\sqrt{9}\right)!!+9\times99-\frac{\textstyle9}{\textstyle9}$$
1611#9 (√9)!!+9*99 $$\left(\sqrt{9}\right)!!+9\times99$$
1612#9 (√9)!!+9/9+9*99 $$\left(\sqrt{9}\right)!!+\frac{\textstyle9}{\textstyle9}+9\times99$$
1613#9 (√9)!!+(√9)!/√9+9*99 $$\left(\sqrt{9}\right)!!+\frac{\textstyle\left(\sqrt{9}\right)!}{\textstyle\sqrt{9}}+9\times99$$
1614#9 √9+(√9)!!+9*99 $$\sqrt{9}+\left(\sqrt{9}\right)!!+9\times99$$
1615#9 ((√9)!!+(√((√9)!)+√((√9)!))^((√9)!)-9)/9 $$\frac{\textstyle\left(\sqrt{9}\right)!!+{\left(\sqrt{\left(\sqrt{9}\right)!}+\sqrt{\left(\sqrt{9}\right)!}\right)}^{\left(\sqrt{9}\right)!}-9}{\textstyle9}$$
1616#9 ((√9)!!+9!)/(9+((√9)!)^√9) $$\frac{\textstyle\left(\sqrt{9}\right)!!+9!}{\textstyle9+{\left(\sqrt{9}\right)!}^{\sqrt{9}}}$$
1617#9 (√9)!+(√9)!!+9*99 $$\left(\sqrt{9}\right)!+\left(\sqrt{9}\right)!!+9\times99$$
1618#9 (√9)!*((√9)!!/9+9^√9)/√9 $$\frac{\textstyle\left(\sqrt{9}\right)!\times\left(\frac{\textstyle\left(\sqrt{9}\right)!!}{\textstyle9}+{9}^{\sqrt{9}}\right)}{\textstyle\sqrt{9}}$$
1619#9 √9+((√9)!!+9!)/(9+((√9)!)^√9) $$\sqrt{9}+\frac{\textstyle\left(\sqrt{9}\right)!!+9!}{\textstyle9+{\left(\sqrt{9}\right)!}^{\sqrt{9}}}$$
1620#9 9*(9*9+99) $$9\times\left(9\times9+99\right)$$
1621#9 √9*((√9)!!-9)-((√9)!/√9)^9 $$\sqrt{9}\times\left(\left(\sqrt{9}\right)!!-9\right)-{\left(\frac{\textstyle\left(\sqrt{9}\right)!}{\textstyle\sqrt{9}}\right)}^{9}$$
1622#9 (√9)!+((√9)!!+9!)/(9+((√9)!)^√9) $$\left(\sqrt{9}\right)!+\frac{\textstyle\left(\sqrt{9}\right)!!+9!}{\textstyle9+{\left(\sqrt{9}\right)!}^{\sqrt{9}}}$$
1623#9 √9+9*(9*9+99) $$\sqrt{9}+9\times\left(9\times9+99\right)$$
1624#9 9!/(√9*(√9)!!/(9+(√9)!/9)) $$9!\times\frac{\textstyle9+\frac{\textstyle\left(\sqrt{9}\right)!}{\textstyle9}}{\textstyle\sqrt{9}\times\left(\sqrt{9}\right)!!}$$
1625#9 9+((√9)!!+9!)/(9+((√9)!)^√9) $$9+\frac{\textstyle\left(\sqrt{9}\right)!!+9!}{\textstyle9+{\left(\sqrt{9}\right)!}^{\sqrt{9}}}$$
1626#9 9!/(((√9)!)^√9)-(√9)!*9 $$\frac{\textstyle9!}{\textstyle{\left(\sqrt{9}\right)!}^{\sqrt{9}}}-\left(\sqrt{9}\right)!\times9$$
1627#9 (√9^9-((√9)!+9/9)!)/9 $$\frac{\textstyle{\sqrt{9}}^{9}-\left(\left(\sqrt{9}\right)!+\frac{\textstyle9}{\textstyle9}\right)!}{\textstyle9}$$
1628#9 √9*((√9)!!-9)-((√9)!!+9!)/((√9)!!) $$\sqrt{9}\times\left(\left(\sqrt{9}\right)!!-9\right)-\frac{\textstyle\left(\sqrt{9}\right)!!+9!}{\textstyle\left(\sqrt{9}\right)!!}$$
1629#9 (√9+9)^√9-99 $${\left(\sqrt{9}+9\right)}^{\sqrt{9}}-99$$
1630#9 ((9+9)!/(((√9)!+9)!)-(√9)!)/√9 $$\frac{\textstyle\frac{\textstyle\left(9+9\right)!}{\textstyle\left(\left(\sqrt{9}\right)!+9\right)!}-\left(\sqrt{9}\right)!}{\textstyle\sqrt{9}}$$
1631#9 (√9^9-√9)/(√9+9)-9 $$\frac{\textstyle{\sqrt{9}}^{9}-\sqrt{9}}{\textstyle\sqrt{9}+9}-9$$
1632#9 (9+9)!/(((√9)!+9)!)/√9 $$\frac{\textstyle\left(9+9\right)!}{\textstyle\left(\left(\sqrt{9}\right)!+9\right)!\times\sqrt{9}}$$
1633#9 (99*99-√9)/((√9)!) $$\frac{\textstyle99\times99-\sqrt{9}}{\textstyle\left(\sqrt{9}\right)!}$$
1634#9 (√9+99*99)/((√9)!) $$\frac{\textstyle\sqrt{9}+99\times99}{\textstyle\left(\sqrt{9}\right)!}$$
1635#9 (9+99*99)/((√9)!) $$\frac{\textstyle9+99\times99}{\textstyle\left(\sqrt{9}\right)!}$$
1636#9 ((√9)!*((√9)!!+99)-(√9)!)/√9 $$\frac{\textstyle\left(\sqrt{9}\right)!\times\left(\left(\sqrt{9}\right)!!+99\right)-\left(\sqrt{9}\right)!}{\textstyle\sqrt{9}}$$
1637#9 (√9^9-√9)/(√9+9)-√9 $$\frac{\textstyle{\sqrt{9}}^{9}-\sqrt{9}}{\textstyle\sqrt{9}+9}-\sqrt{9}$$
1638#9 (√9)!!+9*(√9+99) $$\left(\sqrt{9}\right)!!+9\times\left(\sqrt{9}+99\right)$$
1639#9 (√9^9-(√9)!-9)/(√9+9) $$\frac{\textstyle{\sqrt{9}}^{9}-\left(\sqrt{9}\right)!-9}{\textstyle\sqrt{9}+9}$$
1640#9 (√9^9-√9)/(√9+9) $$\frac{\textstyle{\sqrt{9}}^{9}-\sqrt{9}}{\textstyle\sqrt{9}+9}$$
1641#9 (9+√9^9)/(√9+9) $$\frac{\textstyle9+{\sqrt{9}}^{9}}{\textstyle\sqrt{9}+9}$$
1642#9 (√9+9)^√9-(√9)!!/9-(√9)! $${\left(\sqrt{9}+9\right)}^{\sqrt{9}}-\frac{\textstyle\left(\sqrt{9}\right)!!}{\textstyle9}-\left(\sqrt{9}\right)!$$
1643#9 √9+(√9^9-√9)/(√9+9) $$\sqrt{9}+\frac{\textstyle{\sqrt{9}}^{9}-\sqrt{9}}{\textstyle\sqrt{9}+9}$$
1644#9 9!/(((√9)!)^√9)-(√9)!*(√9)! $$\frac{\textstyle9!}{\textstyle{\left(\sqrt{9}\right)!}^{\sqrt{9}}}-\left(\sqrt{9}\right)!\times\left(\sqrt{9}\right)!$$
1645#9 (√9+9)^√9-(√9)!!/9-√9 $${\left(\sqrt{9}+9\right)}^{\sqrt{9}}-\frac{\textstyle\left(\sqrt{9}\right)!!}{\textstyle9}-\sqrt{9}$$
1646#9 (√9)!+(√9^9-√9)/(√9+9) $$\left(\sqrt{9}\right)!+\frac{\textstyle{\sqrt{9}}^{9}-\sqrt{9}}{\textstyle\sqrt{9}+9}$$
1647#9 (√9+9)^√9-9*9 $${\left(\sqrt{9}+9\right)}^{\sqrt{9}}-9\times9$$
1648#9 (√9+9)^√9-(√9)!!/9 $${\left(\sqrt{9}+9\right)}^{\sqrt{9}}-\frac{\textstyle\left(\sqrt{9}\right)!!}{\textstyle9}$$
1649#9 9+(√9^9-√9)/(√9+9) $$9+\frac{\textstyle{\sqrt{9}}^{9}-\sqrt{9}}{\textstyle\sqrt{9}+9}$$
1650#9 (9!-(√9)!!*9)/(((√9)!)^√9) $$\frac{\textstyle9!-\left(\sqrt{9}\right)!!\times9}{\textstyle{\left(\sqrt{9}\right)!}^{\sqrt{9}}}$$
1651#9 √9+(√9+9)^√9-(√9)!!/9 $$\sqrt{9}+{\left(\sqrt{9}+9\right)}^{\sqrt{9}}-\frac{\textstyle\left(\sqrt{9}\right)!!}{\textstyle9}$$
1652#9 (√9-(√9)!/9)*((√9)!!-√9-9) $$\left(\sqrt{9}-\frac{\textstyle\left(\sqrt{9}\right)!}{\textstyle9}\right)\times\left(\left(\sqrt{9}\right)!!-\sqrt{9}-9\right)$$
1653#9 9!/(((√9)!)^√9)-√9*9 $$\frac{\textstyle9!}{\textstyle{\left(\sqrt{9}\right)!}^{\sqrt{9}}}-\sqrt{9}\times9$$
1654#9 (√9+9!)/(√9+((√9)!)^√9)-√9 $$\frac{\textstyle\sqrt{9}+9!}{\textstyle\sqrt{9}+{\left(\sqrt{9}\right)!}^{\sqrt{9}}}-\sqrt{9}$$
1655#9 (√9)!!*√9-((√9)!!+9!)/((√9)!!) $$\left(\sqrt{9}\right)!!\times\sqrt{9}-\frac{\textstyle\left(\sqrt{9}\right)!!+9!}{\textstyle\left(\sqrt{9}\right)!!}$$
1656#9 (√9)!!*√9-9!/((√9)!!) $$\left(\sqrt{9}\right)!!\times\sqrt{9}-\frac{\textstyle9!}{\textstyle\left(\sqrt{9}\right)!!}$$
1657#9 (√9+9!)/(√9+((√9)!)^√9) $$\frac{\textstyle\sqrt{9}+9!}{\textstyle\sqrt{9}+{\left(\sqrt{9}\right)!}^{\sqrt{9}}}$$
1658#9 ((√9)!+(√9)!!*9)/√9-9!/((√9)!!) $$\frac{\textstyle\left(\sqrt{9}\right)!+\left(\sqrt{9}\right)!!\times9}{\textstyle\sqrt{9}}-\frac{\textstyle9!}{\textstyle\left(\sqrt{9}\right)!!}$$
1659#9 ((√9)!!-9)*(√9-(√9)!/9) $$\left(\left(\sqrt{9}\right)!!-9\right)\times\left(\sqrt{9}-\frac{\textstyle\left(\sqrt{9}\right)!}{\textstyle9}\right)$$
1660#9 (9!-(√9)!!*(√9)!)/(((√9)!)^√9) $$\frac{\textstyle9!-\left(\sqrt{9}\right)!!\times\left(\sqrt{9}\right)!}{\textstyle{\left(\sqrt{9}\right)!}^{\sqrt{9}}}$$
1661#9 (9+9!/(((√9)!)^((√9)!)))*99 $$\left(9+\frac{\textstyle9!}{\textstyle{\left(\sqrt{9}\right)!}^{\left(\sqrt{9}\right)!}}\right)\times99$$
1662#9 9!/(((√9)!)^√9)-9-9 $$\frac{\textstyle9!}{\textstyle{\left(\sqrt{9}\right)!}^{\sqrt{9}}}-9-9$$
1663#9 (√9)!+(√9+9!)/(√9+((√9)!)^√9) $$\left(\sqrt{9}\right)!+\frac{\textstyle\sqrt{9}+9!}{\textstyle\sqrt{9}+{\left(\sqrt{9}\right)!}^{\sqrt{9}}}$$
1664#9 ((√9)!!-√9)*(√9-(√9)!/9)-9 $$\left(\left(\sqrt{9}\right)!!-\sqrt{9}\right)\times\left(\sqrt{9}-\frac{\textstyle\left(\sqrt{9}\right)!}{\textstyle9}\right)-9$$
1665#9 (√9)!!+9*((√9)!+99) $$\left(\sqrt{9}\right)!!+9\times\left(\left(\sqrt{9}\right)!+99\right)$$
1666#9 ((√9)!!-(√9)!)*(√9-(√9)!/9) $$\left(\left(\sqrt{9}\right)!!-\left(\sqrt{9}\right)!\right)\times\left(\sqrt{9}-\frac{\textstyle\left(\sqrt{9}\right)!}{\textstyle9}\right)$$
1667#9 (√9+9999)/((√9)!) $$\frac{\textstyle\sqrt{9}+9999}{\textstyle\left(\sqrt{9}\right)!}$$
1668#9 9!/(((√9)!)^√9)-√9-9 $$\frac{\textstyle9!}{\textstyle{\left(\sqrt{9}\right)!}^{\sqrt{9}}}-\sqrt{9}-9$$
1669#9 9!/(((√9)!)^√9)-99/9 $$\frac{\textstyle9!}{\textstyle{\left(\sqrt{9}\right)!}^{\sqrt{9}}}-\frac{\textstyle99}{\textstyle9}$$
1670#9 (9!-(√9)!!*√9)/(((√9)!)^√9) $$\frac{\textstyle9!-\left(\sqrt{9}\right)!!\times\sqrt{9}}{\textstyle{\left(\sqrt{9}\right)!}^{\sqrt{9}}}$$
1671#9 9!/(((√9)!)^√9)-9 $$\frac{\textstyle9!}{\textstyle{\left(\sqrt{9}\right)!}^{\sqrt{9}}}-9$$
1672#9 9/9+9!/(((√9)!)^√9)-9 $$\frac{\textstyle9}{\textstyle9}+\frac{\textstyle9!}{\textstyle{\left(\sqrt{9}\right)!}^{\sqrt{9}}}-9$$
1673#9 ((√9)!!-√9)*(√9-(√9)!/9) $$\left(\left(\sqrt{9}\right)!!-\sqrt{9}\right)\times\left(\sqrt{9}-\frac{\textstyle\left(\sqrt{9}\right)!}{\textstyle9}\right)$$
1674#9 9!/(((√9)!)^√9)-(√9)! $$\frac{\textstyle9!}{\textstyle{\left(\sqrt{9}\right)!}^{\sqrt{9}}}-\left(\sqrt{9}\right)!$$
1675#9 √9^9/9-((√9)!/√9)^9 $$\frac{\textstyle{\sqrt{9}}^{9}}{\textstyle9}-{\left(\frac{\textstyle\left(\sqrt{9}\right)!}{\textstyle\sqrt{9}}\right)}^{9}$$
1676#9 (((√9)!+9/9)!-√9-9)/√9 $$\frac{\textstyle\left(\left(\sqrt{9}\right)!+\frac{\textstyle9}{\textstyle9}\right)!-\sqrt{9}-9}{\textstyle\sqrt{9}}$$
1677#9 9!/(((√9)!)^√9)-√9 $$\frac{\textstyle9!}{\textstyle{\left(\sqrt{9}\right)!}^{\sqrt{9}}}-\sqrt{9}$$
1678#9 (((√9)!+9/9)!-(√9)!)/√9 $$\frac{\textstyle\left(\left(\sqrt{9}\right)!+\frac{\textstyle9}{\textstyle9}\right)!-\left(\sqrt{9}\right)!}{\textstyle\sqrt{9}}$$
1679#9 9!/(((√9)!)^√9)-9/9 $$\frac{\textstyle9!}{\textstyle{\left(\sqrt{9}\right)!}^{\sqrt{9}}}-\frac{\textstyle9}{\textstyle9}$$
1680#9 9!/(((√9)!)^√9) $$\frac{\textstyle9!}{\textstyle{\left(\sqrt{9}\right)!}^{\sqrt{9}}}$$
1681#9 9/9+9!/(((√9)!)^√9) $$\frac{\textstyle9}{\textstyle9}+\frac{\textstyle9!}{\textstyle{\left(\sqrt{9}\right)!}^{\sqrt{9}}}$$
1682#9 ((√9)!+((√9)!+9/9)!)/√9 $$\frac{\textstyle\left(\sqrt{9}\right)!+\left(\left(\sqrt{9}\right)!+\frac{\textstyle9}{\textstyle9}\right)!}{\textstyle\sqrt{9}}$$
1683#9 √9+9!/(((√9)!)^√9) $$\sqrt{9}+\frac{\textstyle9!}{\textstyle{\left(\sqrt{9}\right)!}^{\sqrt{9}}}$$
1684#9 (9+√9^9)/9-9!/((√9)!!) $$\frac{\textstyle9+{\sqrt{9}}^{9}}{\textstyle9}-\frac{\textstyle9!}{\textstyle\left(\sqrt{9}\right)!!}$$
1685#9 (9+(√9)!+((√9)!+9/9)!)/√9 $$\frac{\textstyle9+\left(\sqrt{9}\right)!+\left(\left(\sqrt{9}\right)!+\frac{\textstyle9}{\textstyle9}\right)!}{\textstyle\sqrt{9}}$$
1686#9 (√9)!+9!/(((√9)!)^√9) $$\left(\sqrt{9}\right)!+\frac{\textstyle9!}{\textstyle{\left(\sqrt{9}\right)!}^{\sqrt{9}}}$$
1687#9 ((√9)!!+√9)*(√9-(√9)!/9) $$\left(\left(\sqrt{9}\right)!!+\sqrt{9}\right)\times\left(\sqrt{9}-\frac{\textstyle\left(\sqrt{9}\right)!}{\textstyle9}\right)$$
1688#9 9+9!/(((√9)!)^√9)-9/9 $$9+\frac{\textstyle9!}{\textstyle{\left(\sqrt{9}\right)!}^{\sqrt{9}}}-\frac{\textstyle9}{\textstyle9}$$
1689#9 9+9!/(((√9)!)^√9) $$9+\frac{\textstyle9!}{\textstyle{\left(\sqrt{9}\right)!}^{\sqrt{9}}}$$
1690#9 (9!+(√9)!!*√9)/(((√9)!)^√9) $$\frac{\textstyle9!+\left(\sqrt{9}\right)!!\times\sqrt{9}}{\textstyle{\left(\sqrt{9}\right)!}^{\sqrt{9}}}$$
1691#9 9!/(((√9)!)^√9)+99/9 $$\frac{\textstyle9!}{\textstyle{\left(\sqrt{9}\right)!}^{\sqrt{9}}}+\frac{\textstyle99}{\textstyle9}$$
1692#9 (√9)!!+9*(9+99) $$\left(\sqrt{9}\right)!!+9\times\left(9+99\right)$$
1693#9 (√9)!!+((√9)!+(9+9)^√9)/((√9)!) $$\left(\sqrt{9}\right)!!+\frac{\textstyle\left(\sqrt{9}\right)!+{\left(9+9\right)}^{\sqrt{9}}}{\textstyle\left(\sqrt{9}\right)!}$$
1694#9 ((√9)!!+(√9)!)*(√9-(√9)!/9) $$\left(\left(\sqrt{9}\right)!!+\left(\sqrt{9}\right)!\right)\times\left(\sqrt{9}-\frac{\textstyle\left(\sqrt{9}\right)!}{\textstyle9}\right)$$
1695#9 9+(√9)!+9!/(((√9)!)^√9) $$9+\left(\sqrt{9}\right)!+\frac{\textstyle9!}{\textstyle{\left(\sqrt{9}\right)!}^{\sqrt{9}}}$$
1696#9 9+((√9)!!+√9)*(√9-(√9)!/9) $$9+\left(\left(\sqrt{9}\right)!!+\sqrt{9}\right)\times\left(\sqrt{9}-\frac{\textstyle\left(\sqrt{9}\right)!}{\textstyle9}\right)$$
1697#9 ((√9)!!+(√9)!*9^√9-√9)/√9 $$\frac{\textstyle\left(\sqrt{9}\right)!!+\left(\sqrt{9}\right)!\times{9}^{\sqrt{9}}-\sqrt{9}}{\textstyle\sqrt{9}}$$
1698#9 9+9+9!/(((√9)!)^√9) $$9+9+\frac{\textstyle9!}{\textstyle{\left(\sqrt{9}\right)!}^{\sqrt{9}}}$$
1699#9 9+(9!+(√9)!!*√9)/(((√9)!)^√9) $$9+\frac{\textstyle9!+\left(\sqrt{9}\right)!!\times\sqrt{9}}{\textstyle{\left(\sqrt{9}\right)!}^{\sqrt{9}}}$$
1700#9 (9!+(√9)!!*(√9)!)/(((√9)!)^√9) $$\frac{\textstyle9!+\left(\sqrt{9}\right)!!\times\left(\sqrt{9}\right)!}{\textstyle{\left(\sqrt{9}\right)!}^{\sqrt{9}}}$$
1701#9 9*9*(9+√9+9) $$9\times9\times\left(9+\sqrt{9}+9\right)$$
1702#9 (9+9)*99-(√9)!!/9 $$\left(9+9\right)\times99-\frac{\textstyle\left(\sqrt{9}\right)!!}{\textstyle9}$$
1703#9 ((9+9)^√9-(√9)!!-√9)/√9 $$\frac{\textstyle{\left(9+9\right)}^{\sqrt{9}}-\left(\sqrt{9}\right)!!-\sqrt{9}}{\textstyle\sqrt{9}}$$
1704#9 ((9+9)^√9-(√9)!!)/√9 $$\frac{\textstyle{\left(9+9\right)}^{\sqrt{9}}-\left(\sqrt{9}\right)!!}{\textstyle\sqrt{9}}$$
1705#9 (√9^9-(√9)!*((√9)!!+√9))/9 $$\frac{\textstyle{\sqrt{9}}^{9}-\left(\sqrt{9}\right)!\times\left(\left(\sqrt{9}\right)!!+\sqrt{9}\right)}{\textstyle9}$$
1706#9 (√9^9-(√9)!!*(√9)!-9)/9 $$\frac{\textstyle{\sqrt{9}}^{9}-\left(\sqrt{9}\right)!!\times\left(\sqrt{9}\right)!-9}{\textstyle9}$$
1707#9 (√9^9-(√9)!!*(√9)!)/9 $$\frac{\textstyle{\sqrt{9}}^{9}-\left(\sqrt{9}\right)!!\times\left(\sqrt{9}\right)!}{\textstyle9}$$
1708#9 (9+√9^9-(√9)!!*(√9)!)/9 $$\frac{\textstyle9+{\sqrt{9}}^{9}-\left(\sqrt{9}\right)!!\times\left(\sqrt{9}\right)!}{\textstyle9}$$
1709#9 (√9^9-(√9)!*((√9)!!-√9))/9 $$\frac{\textstyle{\sqrt{9}}^{9}-\left(\sqrt{9}\right)!\times\left(\left(\sqrt{9}\right)!!-\sqrt{9}\right)}{\textstyle9}$$
1710#9 (√9)!!+999-9 $$\left(\sqrt{9}\right)!!+999-9$$
1711#9 (√9)!!+(9+9/9)^√9-9 $$\left(\sqrt{9}\right)!!+{\left(9+\frac{\textstyle9}{\textstyle9}\right)}^{\sqrt{9}}-9$$
1712#9 (√9)!!*√9-(9!-9!/9)/((√9)!!) $$\left(\sqrt{9}\right)!!\times\sqrt{9}-\frac{\textstyle9!-\frac{\textstyle9!}{\textstyle9}}{\textstyle\left(\sqrt{9}\right)!!}$$
1713#9 (√9)!!+999-(√9)! $$\left(\sqrt{9}\right)!!+999-\left(\sqrt{9}\right)!$$
1714#9 (√9)!!+(9+9/9)^√9-(√9)! $$\left(\sqrt{9}\right)!!+{\left(9+\frac{\textstyle9}{\textstyle9}\right)}^{\sqrt{9}}-\left(\sqrt{9}\right)!$$
1715#9 (√9-(√9)!/9)*((√9)!+9^√9) $$\left(\sqrt{9}-\frac{\textstyle\left(\sqrt{9}\right)!}{\textstyle9}\right)\times\left(\left(\sqrt{9}\right)!+{9}^{\sqrt{9}}\right)$$
1716#9 (√9)!!+999-√9 $$\left(\sqrt{9}\right)!!+999-\sqrt{9}$$
1717#9 (√9+9)^√9-99/9 $${\left(\sqrt{9}+9\right)}^{\sqrt{9}}-\frac{\textstyle99}{\textstyle9}$$
1718#9 (√9)!!+999-9/9 $$\left(\sqrt{9}\right)!!+999-\frac{\textstyle9}{\textstyle9}$$
1719#9 (√9)!!+999 $$\left(\sqrt{9}\right)!!+999$$
1720#9 (√9)!!+(9+9/9)^√9 $$\left(\sqrt{9}\right)!!+{\left(9+\frac{\textstyle9}{\textstyle9}\right)}^{\sqrt{9}}$$
1721#9 (√9+9)^√9-9/9-(√9)! $${\left(\sqrt{9}+9\right)}^{\sqrt{9}}-\frac{\textstyle9}{\textstyle9}-\left(\sqrt{9}\right)!$$
1722#9 (√9+9)^√9-(√9)! $${\left(\sqrt{9}+9\right)}^{\sqrt{9}}-\left(\sqrt{9}\right)!$$
1723#9 9/9+(√9+9)^√9-(√9)! $$\frac{\textstyle9}{\textstyle9}+{\left(\sqrt{9}+9\right)}^{\sqrt{9}}-\left(\sqrt{9}\right)!$$
1724#9 (√9+9)^√9-9/9-√9 $${\left(\sqrt{9}+9\right)}^{\sqrt{9}}-\frac{\textstyle9}{\textstyle9}-\sqrt{9}$$
1725#9 (√9+9)^√9-√9 $${\left(\sqrt{9}+9\right)}^{\sqrt{9}}-\sqrt{9}$$
1726#9 (√9+9)^√9-(√9)!/√9 $${\left(\sqrt{9}+9\right)}^{\sqrt{9}}-\frac{\textstyle\left(\sqrt{9}\right)!}{\textstyle\sqrt{9}}$$
1727#9 (√9+9)^√9-9/9 $${\left(\sqrt{9}+9\right)}^{\sqrt{9}}-\frac{\textstyle9}{\textstyle9}$$
1728#9 (√9+9)^√9 $${\left(\sqrt{9}+9\right)}^{\sqrt{9}}$$
1729#9 9/9+(√9+9)^√9 $$\frac{\textstyle9}{\textstyle9}+{\left(\sqrt{9}+9\right)}^{\sqrt{9}}$$
1730#9 (√9)!/√9+(√9+9)^√9 $$\frac{\textstyle\left(\sqrt{9}\right)!}{\textstyle\sqrt{9}}+{\left(\sqrt{9}+9\right)}^{\sqrt{9}}$$
1731#9 √9+(√9+9)^√9 $$\sqrt{9}+{\left(\sqrt{9}+9\right)}^{\sqrt{9}}$$
1732#9 √9+9/9+(√9+9)^√9 $$\sqrt{9}+\frac{\textstyle9}{\textstyle9}+{\left(\sqrt{9}+9\right)}^{\sqrt{9}}$$
1733#9 (√9)!+(√9+9)^√9-9/9 $$\left(\sqrt{9}\right)!+{\left(\sqrt{9}+9\right)}^{\sqrt{9}}-\frac{\textstyle9}{\textstyle9}$$
1734#9 (√9)!+(√9+9)^√9 $$\left(\sqrt{9}\right)!+{\left(\sqrt{9}+9\right)}^{\sqrt{9}}$$
1735#9 (√9)!+9/9+(√9+9)^√9 $$\left(\sqrt{9}\right)!+\frac{\textstyle9}{\textstyle9}+{\left(\sqrt{9}+9\right)}^{\sqrt{9}}$$
1736#9 9+(√9+9)^√9-9/9 $$9+{\left(\sqrt{9}+9\right)}^{\sqrt{9}}-\frac{\textstyle9}{\textstyle9}$$
1737#9 9+(√9+9)^√9 $$9+{\left(\sqrt{9}+9\right)}^{\sqrt{9}}$$
1738#9 9+9/9+(√9+9)^√9 $$9+\frac{\textstyle9}{\textstyle9}+{\left(\sqrt{9}+9\right)}^{\sqrt{9}}$$
1739#9 (√9+9)^√9+99/9 $${\left(\sqrt{9}+9\right)}^{\sqrt{9}}+\frac{\textstyle99}{\textstyle9}$$
1740#9 9+√9+(√9+9)^√9 $$9+\sqrt{9}+{\left(\sqrt{9}+9\right)}^{\sqrt{9}}$$
1741#9 (√9)!!+√(√√((√9)!/√9)^((√9)!!/9))-√9 $$\left(\sqrt{9}\right)!!+\sqrt{{\sqrt{\!\!\sqrt{\frac{\textstyle\left(\sqrt{9}\right)!}{\textstyle\sqrt{9}}}}}^{\frac{\left(\sqrt{9}\right)!!}{9}}}-\sqrt{9}$$
1742#9 √9+(√9+9)^√9+99/9 $$\sqrt{9}+{\left(\sqrt{9}+9\right)}^{\sqrt{9}}+\frac{\textstyle99}{\textstyle9}$$
1743#9 9+(√9)!+(√9+9)^√9 $$9+\left(\sqrt{9}\right)!+{\left(\sqrt{9}+9\right)}^{\sqrt{9}}$$
1744#9 (√9)!!+√(√√((√9)!/√9)^((√9)!!/9)) $$\left(\sqrt{9}\right)!!+\sqrt{{\sqrt{\!\!\sqrt{\frac{\textstyle\left(\sqrt{9}\right)!}{\textstyle\sqrt{9}}}}}^{\frac{\left(\sqrt{9}\right)!!}{9}}}$$
1745#9 9+9+(√9+9)^√9-9/9 $$9+9+{\left(\sqrt{9}+9\right)}^{\sqrt{9}}-\frac{\textstyle9}{\textstyle9}$$
1746#9 9+9+(√9+9)^√9 $$9+9+{\left(\sqrt{9}+9\right)}^{\sqrt{9}}$$
1747#9 (9!-9)/(((√9)!)^√9-9)-(√9)! $$\frac{\textstyle9!-9}{\textstyle{\left(\sqrt{9}\right)!}^{\sqrt{9}}-9}-\left(\sqrt{9}\right)!$$
1748#9 (√9)!!/((√9)!)/((√9)!)+(√9+9)^√9 $$\frac{\textstyle\left(\sqrt{9}\right)!!}{\textstyle\left(\sqrt{9}\right)!\times\left(\sqrt{9}\right)!}+{\left(\sqrt{9}+9\right)}^{\sqrt{9}}$$
1749#9 (9+9-√9/9)*99 $$\left(9+9-\frac{\textstyle\sqrt{9}}{\textstyle9}\right)\times99$$
1750#9 (9!-9)/(((√9)!)^√9-9)-√9 $$\frac{\textstyle9!-9}{\textstyle{\left(\sqrt{9}\right)!}^{\sqrt{9}}-9}-\sqrt{9}$$
1751#9 (√9)!!/9+9!/(((√9)!)^√9)-9 $$\frac{\textstyle\left(\sqrt{9}\right)!!}{\textstyle9}+\frac{\textstyle9!}{\textstyle{\left(\sqrt{9}\right)!}^{\sqrt{9}}}-9$$
